№ заказа,Дата поступления заказа,Название товара в Kaspi Магазине,Название в системе продавца,Артикул,Сумма,Категория,Адрес самовывоза/доставки,Дата изменения статуса,Статус,Причина отмены,Способ оплаты,Способ доставки,Курьерская служба,Принял,Выдал,Отменил,Оценка покупателя,Отзыв покупателя,Дата публикации отзыва,Оформил,Количество,Стоимость доставки для покупателя,Стоимость доставки для продавца,Компенсация за доставку,Требуется подписание,Плановая дата передачи курьеру,Фактическая дата комплектации,Склад передачи КД
978806141,28.06.2026,"Сушилка 3357, пластик",сушилка для овощей,109849082_8878483984,1928,Механические сушилки и мойки для овощей и фруктов,г. Атырау,29.06.2026,Передан курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,500.0,173.0,,Не требуется,29.06.2026,,30397554_PP2
979452121,29.06.2026,"Сетка Сетка для пиццы, алюминий",сетка для пиццы,140107020_56745235578,5328,Посуда и формы для выпечки и запекания,г. Сарканд,29.06.2026,Передан курьеру,,Безналичная оплата,Доставка (межгород),Kaspi Логистика,,,,,,,,3,0.0,927.0,,Не требуется,29.06.2026,,30397554_PP2
979431277,29.06.2026,OnlineAL пирометр GM320,пирометр,103293346_856598652,2658,Пирометры,г. Рудный,29.06.2026,Передан курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,500.0,173.0,,Не требуется,29.06.2026,,30397554_PP2
980137061,29.06.2026,Игрушка JM58569,Игрушка девочка мальчик красные,121379182_5784982047,600,Прочие аксессуары для автомобиля,г. Астана,29.06.2026,Передан курьеру,,Оплата в кредит,Самовывоз,Kaspi Логистика,,,,,,,,1,0.0,57.0,0.0,Не требуется,30.06.2026,,30397554_PP2
980041193,29.06.2026,Коврик Коврик в палатку 200x200 см,коврик в палатку,112806580_84561215631,1898,Туристические коврики,г. Алматы,29.06.2026,Передан курьеру,,Оплата в кредит,Доставка (межгород),Kaspi Логистика,,,,,,,,1,0.0,173.0,0.0,Не требуется,30.06.2026,,30397554_PP2
980014575,29.06.2026,Кензан Кензан флористический 1 шт,кензан пластиковый,137537081_74673472957,2098,Аксессуары для флористики,г. Алматы,29.06.2026,Передан курьеру,,Оплата в кредит,Самовывоз (межгород),Kaspi Логистика,,,,,,,,2,0.0,173.0,0.0,Не требуется,30.06.2026,,30397554_PP2
979989549,29.06.2026,Молд Асык силикон,формочка асык,136004777_7552675232,1400,Молды для творчества,г. Усть-Каменогорск,29.06.2026,Передан курьеру,,Оплата в кредит,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,0.0,173.0,0.0,Не требуется,30.06.2026,,30397554_PP2
979976117,29.06.2026,"PROSPERO декоративный светильник с эффектом заката NB604-3, стекло",лампа для блога,105611216_79099041,1699,Ночники и декоративные светильники,г. Турар Рыскулов,29.06.2026,Передан курьеру,,Оплата в кредит,Доставка (межгород),Kaspi Логистика,,,,,,,,1,0.0,173.0,0.0,Не требуется,30.06.2026,,30397554_PP2
979957805,29.06.2026,Картхолдер экокожа чёрный,картхолдер,121263817_3865833253,499,Кошельки и визитницы,г. Коянды,29.06.2026,Передан курьеру,,Оплата в кредит,Доставка (межгород),Kaspi Логистика,,,,,,,,1,0.0,57.0,0.0,Не требуется,30.06.2026,,30397554_PP2
979881548,29.06.2026,Держатель для очков FEYS-0022 красный 86 см,держатель очков бордо,136890679_6734788934,786,Держатели для очков,г. Макат,29.06.2026,Передан курьеру,,Оплата в кредит,Доставка (межгород),Kaspi Логистика,,,,,,,,1,0.0,57.0,0.0,Не требуется,29.06.2026,,30397554_PP2
975083210,25.06.2026,PET SUPPLIES фурминатор 244 желтый,фурминатор,104801620_4708190908243,1676,"Фурминаторы, расчески, пуходерки",г. Кызылорда,29.06.2026,Ожидает отмены,Отменен покупателем (Передумал покупать),Безналичная оплата,Доставка (межгород),Kaspi Логистика,,,,,,,,1,0.0,173.0,,Не требуется,25.06.2026,,30397554_PP2
969578199,21.06.2026,"634592785, пластик",мини сейф черный пластик,634592785,2000,Ключницы настенные,г. Актау,29.06.2026,Ожидает отмены,Отменен покупателем (Сроки доставки изменились),Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,500.0,173.0,,Не требуется,22.06.2026,,30397554_PP2
979691826,29.06.2026,"Заглушка для розеток Venera Online, 10 шт, пластик, черный",Заглушка черная Venera 10 шт,128108053_4844984892,1057,Защитные устройства для мебели,г. Семей,29.06.2026,Передан курьеру,,Оплата в кредит,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,0.0,173.0,0.0,Не требуется,29.06.2026,,30397554_PP2
